uf;municipio;dia_semana;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo
RJ;ANGRA DOS REIS;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
SC;SAO JOSE;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim
BA;URUCUCA;quarta-feira;Pleno dia;Velocidade Incompatível;Capotamento;Céu Claro;Simples;Curva;Não
RS;PANAMBI;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
SC;FLORIANOPOLIS;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
SC;FLORIANOPOLIS;quarta-feira;Pleno dia;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim
RS;ERECHIM;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não
RS;PELOTAS;quarta-feira;Anoitecer;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Múltipla;"Interseção de Vias;Rotatória;Viaduto";Sim
MG;IGARAPE;quarta-feira;Anoitecer;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Dupla;Reta;Não
SC;CAMPOS NOVOS;quarta-feira;Pleno dia;Mal súbito do condutor;Tombamento;Sol;Simples;"Aclive;Reta";Não
MA;SAO LUIS;quarta-feira;Pleno dia;Demais falhas na via;Tombamento;Céu Claro;Dupla;Reta;Sim
PR;APUCARANA;quarta-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
MG;RIBEIRAO DAS NEVES;quarta-feira;Pleno dia;Ingestão de álcool pelo condutor;Engavetamento;Céu Claro;Dupla;"Reta;Declive";Não
RN;PARNAMIRIM;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Interseção de Vias;Sim
SC;ITAPEMA;quarta-feira;Anoitecer;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
SC;SAO JOSE;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
ES;LINHARES;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;Reta;Sim
BA;SIMOES FILHO;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Não
RJ;NITEROI;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
PR;CASCAVEL;quarta-feira;Plena Noite;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Reta;Viaduto";Sim
SC;ITAIOPOLIS;quarta-feira;Anoitecer;Velocidade Incompatível;Colisão com objeto;Céu Claro;Simples;"Interseção de Vias;Declive";Não
PR;ROLANDIA;quarta-feira;Anoitecer;Conversão proibida;Colisão transversal;Nublado;Simples;Reta;Sim
GO;ANAPOLIS;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Sim
PR;CASCAVEL;quarta-feira;Plena Noite;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Simples;Reta;Sim
RJ;PIRAI;terça-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Céu Claro;Dupla;Curva;Não
MA;IMPERATRIZ;quarta-feira;Plena Noite;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Sim
RS;JAGUARAO;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Interseção de Vias;Sim
RN;CURRAIS NOVOS;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Interseção de Vias;Reta";Sim
MS;CAMPO GRANDE;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não
MT;SORRISO;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Atropelamento de Pedestre;Céu Claro;Simples;"Reta;Em Obras";Não
SC;PALHOCA;quarta-feira;Plena Noite;Ultrapassagem Indevida;Tombamento;Céu Claro;Dupla;Reta;Não
RS;GUAIBA;quarta-feira;Plena Noite;Estacionar ou parar em local proibido;Colisão traseira;Céu Claro;Dupla;Reta;Não
PR;SAO JOSE DOS PINHAIS;sexta-feira;Pleno dia;Chuva;Tombamento;Chuva;Dupla;Reta;Não
RJ;TERESOPOLIS;quarta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;"Reta;Rotatória";Não
PR;SANTA TEREZINHA DE ITAIPU;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
SP;ATIBAIA;quarta-feira;Plena Noite;Demais falhas na via;Colisão transversal;Céu Claro;Dupla;Curva;Sim
MG;DIVINO;quarta-feira;Plena Noite;Condutor Dormindo;Tombamento;Céu Claro;Simples;Reta;Não
PI;TERESINA;quarta-feira;Pleno dia;Ausência de reação do condutor;Atropelamento de Pedestre;Sol;Dupla;Curva;Sim
PR;FOZ DO IGUACU;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Não
MA;CAXIAS;quarta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Céu Claro;Simples;Reta;Não
PE;CUSTODIA;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Eventos atípicos;Céu Claro;Simples;Reta;Sim
MG;BETIM;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim
PR;MARINGA;quarta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão traseira;Céu Claro;Dupla;Reta;Não
TO;GUARAI;segunda-feira;Pleno dia;Transitar na contramão;Colisão frontal;Céu Claro;Simples;Reta;Não
CE;AQUIRAZ;quarta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
GO;JARAGUA;quarta-feira;Plena Noite;Conversão proibida;Colisão lateral sentido oposto;Céu Claro;Simples;"Reta;Aclive";Não
PR;MARINGA;quarta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não
GO;NOVA GLORIA;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Não
BA;SALVADOR;quarta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;Reta;Não
RJ;SEROPEDICA;quarta-feira;Plena Noite;Velocidade Incompatível;Colisão transversal;Céu Claro;Dupla;Reta;Não
DF;BRASILIA;quarta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim
MG;CURVELO;quarta-feira;Plena Noite;Objeto estático sobre o leito carroçável;Colisão com objeto;Céu Claro;Simples;Reta;Não
PE;GARANHUNS;quinta-feira;Plena Noite;Condutor Dormindo;Colisão frontal;Céu Claro;Simples;Curva;Sim
MG;MURIAE;quarta-feira;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Simples;Curva;Sim
SC;SAO FRANCISCO DO SUL;quarta-feira;Plena Noite;Ausência de reação do condutor;Atropelamento de Pedestre;Nublado;Simples;Reta;Não
SC;PAULO LOPES;quarta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Tombamento;Céu Claro;Múltipla;"Reta;Aclive";Sim
MG;GOVERNADOR VALADARES;quinta-feira;Plena Noite;Ultrapassagem Indevida;Colisão com objeto;Céu Claro;Dupla;Reta;Sim
MT;JACIARA;quinta-feira;Plena Noite;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Dupla;"Reta;Aclive";Não
AL;PALMEIRA DOS INDIOS;sexta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral sentido oposto;Nublado;Simples;Reta;Sim
MT;SINOP;quinta-feira;Plena Noite;Ingestão de álcool pelo condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RJ;TANGUA;quarta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Céu Claro;Dupla;Curva;Não
BA;UBAITABA;quarta-feira;Plena Noite;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Simples;Curva;Não
MG;ARAGUARI;quinta-feira;Amanhecer;Ausência de reação do condutor;Atropelamento de Pedestre;Céu Claro;Dupla;"Reta;Declive";Não
GO;VALPARAISO DE GOIAS;quinta-feira;Pleno dia;Entrada inopinada do pedestre;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Sim
DF;BRASILIA;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Múltipla;"Reta;Em Obras";Sim
RJ;SEROPEDICA;quinta-feira;Pleno dia;Acesso irregular;Colisão transversal;Céu Claro;Simples;Reta;Sim
PR;MARECHAL CANDIDO RONDON;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Curva;Não
PR;MARINGA;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RN;MACAIBA;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Interseção de Vias;Em Obras";Não
CE;EUSEBIO;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não
RS;PORTO ALEGRE;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Engavetamento;Céu Claro;Múltipla;Reta;Sim
MG;BELO HORIZONTE;quinta-feira;Pleno dia;Acesso irregular;Colisão transversal;Céu Claro;Simples;Reta;Não
PR;MARINGA;quinta-feira;Pleno dia;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Céu Claro;Múltipla;Reta;Sim
MG;PARAOPEBA;quinta-feira;Pleno dia;Condutor Dormindo;Colisão com objeto;Céu Claro;Simples;Reta;Não
PR;ARAPONGAS;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Dupla;Reta;Não
MG;RIBEIRAO DAS NEVES;quinta-feira;Pleno dia;Acesso irregular;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Reta;Declive";Não
MG;MATIAS BARBOSA;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Nublado;Dupla;"Curva;Declive";Não
SC;JOINVILLE;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Múltipla;Reta;Sim
PR;FOZ DO IGUACU;sexta-feira;Amanhecer;Acesso irregular;Colisão transversal;Céu Claro;Dupla;Reta;Sim
PR;SAO JOSE DOS PINHAIS;quinta-feira;Plena Noite;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Ignorado;Dupla;Reta;Sim
MG;PIRAPORA;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim
MG;BOM JESUS DO AMPARO;quinta-feira;Amanhecer;Velocidade Incompatível;Saída de leito carroçável;Céu Claro;Dupla;"Curva;Aclive";Sim
MG;SAO JOAQUIM DE BICAS;quinta-feira;Pleno dia;Ausência de reação do condutor;Tombamento;Sol;Dupla;Curva;Sim
ES;GUARAPARI;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
PE;BELO JARDIM;quinta-feira;Pleno dia;Animais na Pista;Atropelamento de Animal;Nublado;Simples;Reta;Sim
RS;BENTO GONCALVES;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Céu Claro;Simples;"Curva;Declive";Não
PR;FOZ DO IGUACU;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Simples;Reta;Sim
RO;VILHENA;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Rotatória;Sim
MG;CONTAGEM;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;Reta;Não
DF;BRASILIA;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Aclive;Não
RS;CAXIAS DO SUL;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Sol;Dupla;"Interseção de Vias;Reta";Sim
MS;DOURADOS;quarta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Simples;Rotatória;Não
MG;FRUTAL;quinta-feira;Pleno dia;Ultrapassagem Indevida;Saída de leito carroçável;Céu Claro;Simples;Reta;Não
SC;PINHALZINHO;segunda-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Simples;Reta;Sim
RO;PORTO VELHO;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Rotatória;Sim
SC;CAMBORIU;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Dupla;"Reta;Aclive";Não
SC;TUBARAO;quinta-feira;Pleno dia;Desrespeitar a preferência no cruzamento;Colisão transversal;Céu Claro;Múltipla;Interseção de Vias;Sim
BA;SALVADOR;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Não
SC;GOVERNADOR CELSO RAMOS;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão com objeto;Céu Claro;Dupla;Reta;Não
PR;CASCAVEL;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Curva;Não
RS;SARANDI;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;"Reta;Aclive";Sim
BA;FEIRA DE SANTANA;segunda-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Reta;Sim
RS;SANTA MARIA;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;"Rotatória;Interseção de Vias";Sim
RJ;AREAL;quinta-feira;Pleno dia;Ausência de reação do condutor;Queda de ocupante de veículo;Céu Claro;Simples;"Aclive;Curva";Sim
GO;APARECIDA DE GOIANIA;quarta-feira;Anoitecer;Manobra de mudança de faixa;Tombamento;Céu Claro;Múltipla;Reta;Sim
PR;SAO JOSE DOS PINHAIS;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão traseira;Céu Claro;Simples;Declive;Não
PR;CURITIBA;quinta-feira;Pleno dia;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;"Aclive;Reta";Não
RO;VILHENA;quinta-feira;Pleno dia;Conversão proibida;Queda de ocupante de veículo;Céu Claro;Dupla;Reta;Sim
SC;CURITIBANOS;quinta-feira;Pleno dia;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;Reta;Não
PR;APUCARANA;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
MG;RIBEIRAO DAS NEVES;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RJ;MAGE;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Incêndio;Céu Claro;Dupla;Reta;Sim
RJ;PETROPOLIS;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
PB;CAMPINA GRANDE;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Aclive;Não
RJ;RIO DE JANEIRO;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Céu Claro;Dupla;"Reta;Ponte";Não
BA;JUAZEIRO;quinta-feira;Pleno dia;Transitar no Acostamento;Colisão transversal;Céu Claro;Dupla;"Reta;Em Obras";Sim
MS;DOURADOS;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Simples;Rotatória;Não
MA;ACAILANDIA;quinta-feira;Pleno dia;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sol;Simples;"Reta;Declive";Sim
ES;IBIRACU;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Nublado;Simples;Reta;Não
SC;ITAJAI;quinta-feira;Pleno dia;Reação tardia ou ineficiente do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Sim
RS;SALDANHA MARINHO;quinta-feira;Pleno dia;Condutor Dormindo;Colisão lateral sentido oposto;Sol;Simples;"Reta;Declive";Não
PB;CAMPINA GRANDE;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Nublado;Simples;"Reta;Em Obras";Sim
SP;MAIRIPORA;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Múltipla;Reta;Não
MG;POUSO ALTO;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Sol;Simples;Reta;Sim
RS;MATO CASTELHANO;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Sol;Simples;Reta;Não
MG;BOM JARDIM DE MINAS;quinta-feira;Pleno dia;Falta de elemento de contenção que evite a saída do leito carroçável;Saída de leito carroçável;Nublado;Simples;"Aclive;Reta";Não
SC;CAMBORIU;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
RN;MACAIBA;quinta-feira;Plena Noite;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Simples;Reta;Sim
DF;BRASILIA;quinta-feira;Pleno dia;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
MG;EUGENOPOLIS;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Tombamento;Sol;Simples;"Declive;Reta";Não
MG;SAO JOAQUIM DE BICAS;quinta-feira;Pleno dia;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Céu Claro;Múltipla;Reta;Sim
PB;BAYEUX;quinta-feira;Plena Noite;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Céu Claro;Dupla;Curva;Não
MG;PATOS DE MINAS;quinta-feira;Pleno dia;Ausência de sinalização;Queda de ocupante de veículo;Sol;Dupla;"Interseção de Vias;Rotatória";Não
AC;BUJARI;quinta-feira;Pleno dia;Pista esburacada;Saída de leito carroçável;Céu Claro;Simples;"Reta;Declive";Não
MG;CARATINGA;quinta-feira;Anoitecer;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Simples;Reta;Sim
CE;HORIZONTE;quinta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Céu Claro;Dupla;Reta;Sim
PE;RECIFE;quinta-feira;Plena Noite;Entrada inopinada do pedestre;Atropelamento de Pedestre;Nublado;Dupla;Reta;Sim
MG;NOVA LIMA;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão traseira;Céu Claro;Dupla;Reta;Não
MG;UBERABA;quinta-feira;Anoitecer;Transitar na contramão;Colisão lateral sentido oposto;Céu Claro;Simples;"Curva;Viaduto;Declive";Sim
BA;SIMOES FILHO;quinta-feira;Anoitecer;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Céu Claro;Dupla;Reta;Não
PB;LAGOA SECA;quinta-feira;Anoitecer;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Céu Claro;Simples;"Declive;Reta";Sim
ES;SERRA;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Retorno Regulamentado;Reta";Não
MA;SAO LUIS;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;"Reta;Interseção de Vias";Sim
BA;PORTO SEGURO;quinta-feira;Pleno dia;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Sol;Simples;Reta;Sim
PE;PAUDALHO;quinta-feira;Plena Noite;Ausência de reação do condutor;Colisão com objeto;Céu Claro;Dupla;"Reta;Aclive";Não
AL;SANTANA DO IPANEMA;quinta-feira;Pleno dia;Acumulo de areia ou detritos sobre o pavimento;Tombamento;Céu Claro;Simples;Reta;Não
RN;MOSSORO;quinta-feira;Plena Noite;Animais na Pista;Atropelamento de Animal;Nublado;Simples;Reta;Não
MS;CAMPO GRANDE;quinta-feira;Plena Noite;Acesso irregular;Colisão transversal;Céu Claro;Simples;Reta;Sim
GO;VALPARAISO DE GOIAS;quinta-feira;Anoitecer;Condutor deixou de manter distância do veículo da frente;Tombamento;Céu Claro;Dupla;Reta;Sim
RO;PORTO VELHO;quinta-feira;Anoitecer;Manobra de mudança de faixa;Colisão traseira;Céu Claro;Dupla;Reta;Sim
MG;ITAOBIM;quinta-feira;Plena Noite;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Céu Claro;Dupla;Reta;Sim
RJ;ITABORAI;quinta-feira;Pleno dia;Ausência de reação do condutor;Colisão lateral mesmo sentido;Céu Claro;Dupla;Aclive;Sim
PI;CAMPO MAIOR;terça-feira;Anoitecer;Conversão proibida;Colisão transversal;Céu Claro;Simples;Reta;Sim
GO;ANAPOLIS;quinta-feira;Plena Noite;Deficiência do Sistema de Iluminação/Sinalização;Colisão traseira;Céu Claro;Simples;Reta;Sim
BA;VITORIA DA CONQUISTA;quinta-feira;Plena Noite;Participar de racha;Colisão frontal;Nublado;Simples;"Reta;Rotatória";Sim
MT;DIAMANTINO;quinta-feira;Pleno dia;Ausência de reação do condutor;Saída de leito carroçável;Céu Claro;Dupla;Reta;Não
